Incident,ReferenceText,# of tokens,# of types,# of predicates,# of manual predicates,# of automatic predicates,# of frame elements,# of manual frame elements,# of automatic frame elements
http://www.wikidata.org/entity/Q20671234,Video Shows April DUI Arrest of Chattanooga Gunman Mohammad Abdulazeez.naf,341,154,81,0,81,0,0,0
http://www.wikidata.org/entity/Q20671234,Chattanooga Shooting: FBI Reveals New Details.naf,323,149,85,0,85,0,0,0
http://www.wikidata.org/entity/Q20671234,"Chattanooga Shooting: Attacker Had At Least Three Guns, Authorities Say.naf",460,198,109,0,109,0,0,0
http://www.wikidata.org/entity/Q20671234,FBI treating Chattanooga shooter as 'homegrown' extremist who acted alone.naf,1001,374,234,0,234,0,0,0
http://www.wikidata.org/entity/Q20671234,Chattanooga Shooting: Service Member Opened Fire on Gunman Mohammad Abdulazeez.naf,652,248,167,0,167,0,0,0
http://www.wikidata.org/entity/Q20671234,Navy looking at security changes after Chattanooga shooting.naf,386,206,71,0,71,0,0,0
http://www.wikidata.org/entity/Q20671234,"Reactions to Chattanooga shooting - WTOC-TV: Savannah, Beaufort, SC, News, Weather & Sports.naf",683,252,160,0,160,0,0,0
http://www.wikidata.org/entity/Q20671234,How the Chattanooga Shooting Unfolded.naf,539,226,142,0,142,0,0,0
http://www.wikidata.org/entity/Q20671234,Chattanooga shooter methodically moved through naval reserve center.naf,1140,416,268,0,268,0,0,0
http://www.wikidata.org/entity/Q20671234,Tennessee suspect texted friend link to Islamic verse before attack.naf,1432,524,346,0,346,0,0,0
http://www.wikidata.org/entity/Q20671234,"Tenn. gunman used drugs, struggled with clash of faith.naf",1873,596,424,0,424,0,0,0
http://www.wikidata.org/entity/Q2120749,Shooting fuels debate over safety of Prozac for teens.naf,924,321,213,0,213,0,0,0
http://www.wikidata.org/entity/Q2120749,Rodgers Law Office.naf,453,189,122,0,122,0,0,0
http://www.wikidata.org/entity/Q2120749,Red Lake Reservation Readies Burial Rituals.naf,725,294,189,0,189,0,0,0
http://www.wikidata.org/entity/Q2120749,Everyday Hero: Jeff May.naf,1313,480,299,0,299,0,0,0
http://www.wikidata.org/entity/Q2120749,Tribe Buries 3 on a Long Road to Healing.naf,261,141,71,0,71,0,0,0
http://www.wikidata.org/entity/Q2120749,Juggalos take issue with label as a gang | Modesto Bee.naf,1611,558,351,0,351,0,0,0
http://www.wikidata.org/entity/Q7425636,Worst blizzard in years blasts Saskatchewan.naf,651,276,165,0,165,0,0,0
http://www.wikidata.org/entity/Q7425636,Blizzard blasts Saskatoon.naf,663,314,174,0,174,0,0,0
http://www.wikidata.org/entity/Q28549976,Quebec mosque shooter sentenced to life with no parole for 40 years.naf,534,220,106,0,106,0,0,0
http://www.wikidata.org/entity/Q3403123,"Gold, Glamour and Destruction.naf",1256,514,228,0,228,0,0,0
http://www.wikidata.org/entity/Q3403123,The great storm of 1859.naf,966,393,231,0,231,0,0,0
http://www.wikidata.org/entity/Q5066472,"Chad: Authoritarian regimes, elections and coups (1962-1996).naf",740,306,94,0,94,0,0,0
http://www.wikidata.org/entity/Q55604835,The rise and fall and rise of politics.naf,1112,366,246,0,246,0,0,0
http://www.wikidata.org/entity/Q23018229,Decision Desk HQ.naf,35,28,7,0,7,0,0,0
http://www.wikidata.org/entity/Q23018229,The Final 15: The Latest Polls in the Swing States That Will Decide the Election.naf,762,177,34,0,34,0,0,0
http://www.wikidata.org/entity/Q4147375,Severe Hailstorm.naf,104,74,32,0,32,0,0,0
http://www.wikidata.org/entity/Q303438,"Consumer Price Index, 1800-.naf",221,79,13,0,13,0,0,0
http://www.wikidata.org/entity/Q303438,Mountain Meadows Association.naf,267,135,48,0,48,0,0,0
http://www.wikidata.org/entity/Q303438,Deseret News | 1875-08-04 | Brigham Young.naf,959,472,152,0,152,0,0,0
http://www.wikidata.org/entity/Q303438,Mountain Meadows Monument Foundation.naf,79,49,17,0,17,0,0,0
http://www.wikidata.org/entity/Q303438,Mountain Meadows Massacre Monument.naf,268,140,68,0,68,0,0,0
http://www.wikidata.org/entity/Q6797090,Mayerthorpe remembers.naf,1157,394,256,0,256,0,0,0
http://www.wikidata.org/entity/Q39060208,United States presidential election of 1952.naf,1179,465,236,0,236,0,0,0
http://www.wikidata.org/entity/Q5786070,41 die as rebels bomb pipeline.naf,263,154,62,0,62,0,0,0
http://www.wikidata.org/entity/Q4782020,Remembering that April Fool’s Day blizzard 20 years ago.naf,926,322,194,0,194,0,0,0
http://www.wikidata.org/entity/Q170652,NWS Northern Indiana Weather History.naf,198,122,50,0,50,0,0,0
http://www.wikidata.org/entity/Q170652,LibriVox.naf,130,72,10,0,10,0,0,0
http://www.wikidata.org/entity/Q170652,Itâ€™s been 131 years since the Great White Hurricane. Do you know about it?.naf,508,227,67,0,67,0,0,0
http://www.wikidata.org/entity/Q170652,NWS Milwaukee.naf,1052,354,223,0,223,0,0,0
http://www.wikidata.org/entity/Q473893,PM Lee sends condolences to Belgium.naf,112,67,23,0,23,0,0,0
http://www.wikidata.org/entity/Q473893,Speaker Solvita Āboltiņa conveys condolences to Belgium.naf,101,57,14,0,14,0,0,0
http://www.wikidata.org/entity/Q2115164,Ghana's Leader Wins Election as President.naf,215,128,55,0,55,0,0,0
http://www.wikidata.org/entity/Q2712908,State official: Shooter placed in mental health facility 5 years ago.naf,1287,411,288,0,288,0,0,0
http://www.wikidata.org/entity/Q55604838,Special Remembrance: Justice Shahabuddin Ahmed.naf,829,338,140,0,140,0,0,0
http://www.wikidata.org/entity/Q55604838,"Ahmed, Justice Shahabuddin.naf",852,353,147,0,147,0,0,0
http://www.wikidata.org/entity/Q5598783,National Weather Service.naf,1283,435,230,0,230,0,0,0
http://www.wikidata.org/entity/Q5598783,Great Blizzard of 1899.naf,567,226,138,0,138,0,0,0
http://www.wikidata.org/entity/Q5598783,Biodiversity Heritage Library.naf,33,27,3,0,3,0,0,0
http://www.wikidata.org/entity/Q5598783,Canton (historical) in Sharp County AR.naf,223,120,31,0,31,0,0,0
http://www.wikidata.org/entity/Q5598783,National Weather Service Climate.naf,55,45,12,0,12,0,0,0
http://www.wikidata.org/entity/Q5598783,EBSCOhost Login.naf,85,52,15,0,15,0,0,0
http://www.wikidata.org/entity/Q5598783,"NWS Rapid City, SD.naf",55,45,12,0,12,0,0,0
http://www.wikidata.org/entity/Q4609262,'Putrid' orange snow falls in Siberia.naf,75,62,17,0,17,0,0,0
http://www.wikidata.org/entity/Q4609262,Orange snow causes concern in Siberia.naf,478,210,105,0,105,0,0,0
http://www.wikidata.org/entity/Q12064441,blizzardof78.org -&nbspblizzardof78; Resources and Information..naf,35,28,7,0,7,0,0,0
http://www.wikidata.org/entity/Q12064441,#ThrowbackThursday: Hartford Civic Center Roof Collapse.naf,262,146,66,0,66,0,0,0
http://www.wikidata.org/entity/Q12064441,"Consumer Price Index, 1800-.naf",221,79,13,0,13,0,0,0
http://www.wikidata.org/entity/Q30644575,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q30644575,United States presidential election of 1956.naf,921,419,195,0,195,0,0,0
http://www.wikidata.org/entity/Q1746935,"Naroda Patiya: Maya Kodnani jailed for 28 years, Babu Bajrangi gets death.naf",278,135,52,0,52,0,0,0
http://www.wikidata.org/entity/Q1746935,Naroda Patiya verdict proof of BJP's role in Gujarat riots: Digvijay.naf,319,142,52,0,52,0,0,0
http://www.wikidata.org/entity/Q1746935,Arjun Modhwadia on Twitter.naf,42,31,11,0,11,0,0,0
http://www.wikidata.org/entity/Q1746935,Godhra Carnage Vs. Pundits Exodus.naf,1199,451,209,0,209,0,0,0
http://www.wikidata.org/entity/Q1746935,"Maya Kodnani, 'kingpin' of Naroda Patia massacre, sentenced to 28 years in jail.naf",559,217,125,0,125,0,0,0
http://www.wikidata.org/entity/Q1746935,"Naroda Patia convict Bajrangi takes pride in his action, says felt like Rana Pratap.naf",341,162,46,0,46,0,0,0
http://www.wikidata.org/entity/Q30973589,Jon Ola Sand to step down as Executive Supervisor after Rotterdam 2020.naf,586,211,106,0,106,0,0,0
http://www.wikidata.org/entity/Q30973589,Social events.naf,353,163,76,0,76,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision Song Contest reconsidering Dutch event over coronavirus.naf,183,105,40,0,40,0,0,0
http://www.wikidata.org/entity/Q30973589,Vasil Garvanliev will represent North Macedonia at Eurovision 2020.naf,620,266,119,0,119,0,0,0
http://www.wikidata.org/entity/Q30973589,Bosnia & Herzegovina: No Eurovision Return in 2020.naf,331,143,59,0,59,0,0,0
http://www.wikidata.org/entity/Q30973589,Canada: OMNI Television Confirms Eurovision 2020 Broadcast.naf,222,95,34,0,34,0,0,0
http://www.wikidata.org/entity/Q30973589,"Bosnia & Herzegovina's ""primary goal"" is Eurovision comeback but 2020 return ""difficult"".naf",621,257,82,0,82,0,0,0
http://www.wikidata.org/entity/Q30973589,Official EBU statement & FAQ on Eurovision 2020 cancellation.naf,1504,407,306,0,306,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision: Abba's Waterloo voted best song of all time.naf,1505,504,276,0,276,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision 2020: Rotterdam vs Maastricht; the final countdown begins.naf,426,195,102,0,102,0,0,0
http://www.wikidata.org/entity/Q30973589,It’s Natalia Gordienko for Moldova.naf,555,254,75,0,75,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision Again: Why fans of the song contest get together every Saturday.naf,833,304,147,0,147,0,0,0
http://www.wikidata.org/entity/Q30973589,Aksel Kankaanranta will represent Finland at the Eurovision Song Contest 2020.naf,512,200,100,0,100,0,0,0
http://www.wikidata.org/entity/Q30973589,EurovisionInConcert on Twitter.naf,46,35,14,0,14,0,0,0
http://www.wikidata.org/entity/Q30973589,Yle's Eurovision Diaries documentary to premiere on April 6.naf,759,293,117,0,117,0,0,0
http://www.wikidata.org/entity/Q30973589,Luxembourg: Anne-Marie David Pushing For Nations Eurovision Return.naf,544,210,116,0,116,0,0,0
http://www.wikidata.org/entity/Q30973589,Jon Ola Sand to miss Eurovision HoD Meet due to coronavirus travel ban.naf,406,178,77,0,77,0,0,0
http://www.wikidata.org/entity/Q30973589,The votes are in: San Marino's Senhit will sing 'Freaky!' in Rotterdam.naf,719,281,109,0,109,0,0,0
http://www.wikidata.org/entity/Q30973589,Four Core Team members for Eurovision 2020 announced.naf,839,279,152,0,152,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision 2020: Heads of Delegations meeting is over.naf,248,131,53,0,53,0,0,0
http://www.wikidata.org/entity/Q30973589,Slovakia: No Return to the Eurovision Song Contest in 2020.naf,342,155,56,0,56,0,0,0
http://www.wikidata.org/entity/Q30973589,Coronavirus (COVID-19).naf,99,68,1,0,1,0,0,0
http://www.wikidata.org/entity/Q30973589,New measures to stop spread of coronavirus in the Netherlands.naf,415,193,104,0,104,0,0,0
http://www.wikidata.org/entity/Q30973589,"Hungary: A Dal Dropped As Eurovision Selection Process, Withdrawal Possible?.naf",237,114,49,0,49,0,0,0
http://www.wikidata.org/entity/Q30973589,First Semi-Final of Rotterdam 2020.naf,54,37,12,0,12,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision'20: Cornald Maas Named Creative Advisor.naf,187,84,29,0,29,0,0,0
http://www.wikidata.org/entity/Q30973589,Fans gather behind #EurovisionAgain.naf,640,260,127,0,127,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision Eurovision 2020: Highlights from NPO's visit to Rotterdam.naf,520,213,117,0,117,0,0,0
http://www.wikidata.org/entity/Q30973589,Intention to honour Eurovision 2020 songs and artists.naf,238,120,36,0,36,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision'20: Reasons Behind Utrecht's Failed Bid To Host Revealed.naf,288,132,65,0,65,0,0,0
http://www.wikidata.org/entity/Q30973589,The Netherlands: NPO will reveal ESC 2020 host city with a special two-minute broadcast.naf,548,232,126,0,126,0,0,0
http://www.wikidata.org/entity/Q30973589,馃嚜馃嚫 Eurovision-Spain postpones Madrid pre-party.naf,255,121,43,0,43,0,0,0
http://www.wikidata.org/entity/Q30973589,Second Semi-Final of Rotterdam 2020.naf,54,37,12,0,12,0,0,0
http://www.wikidata.org/entity/Q30973589,Hihlights from NPO's visit to Maastricht.naf,416,170,86,0,86,0,0,0
http://www.wikidata.org/entity/Q30973589,Liechtenstein: 1 FL TV will not debut in Eurovision 2020.naf,349,135,66,0,66,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision Home Concerts on YouTube.naf,315,153,82,0,82,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision 2020: EBU releases official list of participating countries.naf,351,172,52,0,52,0,0,0
http://www.wikidata.org/entity/Q30973589,Has ORF selected Vincent Bueno as Austria's act for Eurovision 2020?.naf,527,237,80,0,80,0,0,0
http://www.wikidata.org/entity/Q30973589,SBS is uniting music fans with Eurovision 2020: Big Night In!.naf,1100,402,194,0,194,0,0,0
http://www.wikidata.org/entity/Q30973589,Rotterdam returns as Eurovision Song Contest Host City in 2021.naf,534,231,108,0,108,0,0,0
http://www.wikidata.org/entity/Q30973589,Alla leið! Iceland's RÚV announces alternative Eurovision 2020 show.naf,701,196,126,0,126,0,0,0
http://www.wikidata.org/entity/Q30973589,Greece: Maria Kozakou & Giorgos Kapoutzidis Confirmed As Commentators For Rotterdam.naf,371,159,55,0,55,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision Song Contest 2020 CD album release date.naf,378,148,76,0,76,0,0,0
http://www.wikidata.org/entity/Q30973589,ðŸ‡²ðŸ‡ª Montenegro withdraws from Eurovision Song Contest 2020.naf,272,137,50,0,50,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision'20: 15 Year Old Pieter Gabriel Will Produce Music For Flag Parade.naf,331,134,64,0,64,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision venue turned into Covid-19 hospital.naf,63,50,11,0,11,0,0,0
http://www.wikidata.org/entity/Q30973589,EBU: “No plans” to invite Kazakhstan to participate in Eurovision 2020.naf,241,107,51,0,51,0,0,0
http://www.wikidata.org/entity/Q30973589,RTCG Director-General says no decision on Eurovision 2020.naf,447,191,102,0,102,0,0,0
http://www.wikidata.org/entity/Q30973589,Montenegro: RTCG releases a statement regarding its Eurovision withdrawal.naf,373,182,80,0,80,0,0,0
http://www.wikidata.org/entity/Q30973589,The Netherlands: Maastricht The Latest City To Gauge Potential Bid to Host Eurovision 2020.naf,555,221,118,0,118,0,0,0
http://www.wikidata.org/entity/Q30973589,Kazakhstan: Eurovision Participation 'Needs To Be Discussed'.naf,376,156,79,0,79,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision'20: Binnenrotte Revealed As Location Of The Eurovision Village.naf,237,114,43,0,43,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision 2020 CD release delayed until 15th May.naf,641,288,53,0,53,0,0,0
http://www.wikidata.org/entity/Q30973589,Rotterdam to host Eurovision 2020!.naf,756,299,152,0,152,0,0,0
http://www.wikidata.org/entity/Q30973589,One down! Leeuwarden withdraws bid to host Eurovision 2020 due to ceiling height of venue.naf,518,200,114,0,114,0,0,0
http://www.wikidata.org/entity/Q30973589,Grand Final of Rotterdam 2020.naf,54,37,12,0,12,0,0,0
http://www.wikidata.org/entity/Q30973589,"""Eurovision: Europe Shine A Light"": 46 broadcasters will air the official ESC replacement programme.naf",642,292,63,0,63,0,0,0
http://www.wikidata.org/entity/Q30973589,NikkieTutorials online presenter of Eurovision 2020.naf,307,156,49,0,49,0,0,0
http://www.wikidata.org/entity/Q30973589,Rotterdam 2020: First opening and interval acts revealed.naf,767,351,130,0,130,0,0,0
http://www.wikidata.org/entity/Q30973589,Denmark to hold Eurovision selection party in empty arena due to coronavirus fears.naf,230,140,61,0,61,0,0,0
http://www.wikidata.org/entity/Q30973589,Andorra: RTVA Open To Co-operation With Catalan Broadcaster Regarding Eurovision Participation.naf,397,150,67,0,67,0,0,0
http://www.wikidata.org/entity/Q30973589,Australia has decided: Montaigne is heading to the 2020 Eurovision Song Contest.naf,615,251,102,0,102,0,0,0
http://www.wikidata.org/entity/Q30973589,Australia secures spot in Eurovision for the next five years.naf,668,253,147,0,147,0,0,0
http://www.wikidata.org/entity/Q30973589,Andorra: RTVA Rules Out Eurovision Return in 2020.naf,332,138,57,0,57,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision 2020: Getty Kaspers sees Rotterdam as the ideal host city.naf,526,211,106,0,106,0,0,0
http://www.wikidata.org/entity/Q30973589,Israel: Israel Calling Cancelled Due to Coronavirus.naf,294,134,63,0,63,0,0,0
http://www.wikidata.org/entity/Q30973589,Semi-Final Allocation Draw pots for Eurovision 2020 revealed!.naf,564,215,82,0,82,0,0,0
http://www.wikidata.org/entity/Q30973589,No changes approved in EBU statutes: Kosovo cannot apply for full membership.naf,547,205,124,0,124,0,0,0
http://www.wikidata.org/entity/Q30973589,Official Compilations Chart Top 100.naf,39,31,6,0,6,0,0,0
http://www.wikidata.org/entity/Q30973589,2020 postcard concept revealed as Dutch people can join in on the fun.naf,408,143,93,0,93,0,0,0
http://www.wikidata.org/entity/Q30973589,Andorra: Government Plans For RTVA's Return to Eurovision Song Contest.naf,458,176,96,0,96,0,0,0
http://www.wikidata.org/entity/Q30973589,Get ready for the Eurovision Song Celebration 2020!.naf,711,253,145,0,145,0,0,0
http://www.wikidata.org/entity/Q30973589,"Maja Keuc's ""No One"" is voted Slovenia's favourite Eurovision entry.naf",634,303,78,0,78,0,0,0
http://www.wikidata.org/entity/Q30973589,ðŸ‡ªðŸ‡¸ Eurovision-Spain postpones Madrid pre-party.naf,253,122,43,0,43,0,0,0
http://www.wikidata.org/entity/Q30973589,Monaco: TMC confirms non participation in Eurovision 2020.naf,225,115,35,0,35,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision month! BBC reveals extensive ESC programme schedule…with “Europe Shine A Light” on BBC One.naf,1867,565,267,0,267,0,0,0
http://www.wikidata.org/entity/Q30973589,NPO to air special broadcast to announce Eurovision host city next week.naf,310,140,76,0,76,0,0,0
http://www.wikidata.org/entity/Q30973589,AVROTROS reveals Dutch Eurovision week programming.naf,663,285,88,0,88,0,0,0
http://www.wikidata.org/entity/Q30973589,Montenegro: Eurovision 2020 Participation Confirmed.naf,417,195,73,0,73,0,0,0
http://www.wikidata.org/entity/Q30973589,TV Guide: Alternative Eurovision 2020 Schedule.naf,2111,502,156,0,156,0,0,0
http://www.wikidata.org/entity/Q30973589,Hungary pulls out of Eurovision amid rise in anti-LGBTQ+ rhetoric.naf,858,318,191,0,191,0,0,0
http://www.wikidata.org/entity/Q30973589,"Stefania will represent Greece at Eurovision 2020 with ""SUPERGIRL"".naf",588,231,98,0,98,0,0,0
http://www.wikidata.org/entity/Q30973589,Highlights from NPO's visit to Rotterdam.naf,520,213,117,0,117,0,0,0
http://www.wikidata.org/entity/Q30973589,Slogan revealed: ‘Open Up’ to Eurovision 2020.naf,490,186,97,0,97,0,0,0
http://www.wikidata.org/entity/Q30973589,Luxembourg: RTL confirms non participation in Eurovision 2020.naf,291,149,46,0,46,0,0,0
http://www.wikidata.org/entity/Q30973589,Rotterdam 2020.naf,1021,449,162,0,162,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision 2020: Euroclub venue in Rotterdam unveiled.naf,579,239,133,0,133,0,0,0
http://www.wikidata.org/entity/Q30973589,Kosovo: RTK To Push for Full EBU Membership Next Week.naf,317,124,65,0,65,0,0,0
http://www.wikidata.org/entity/Q30973589,Bulgaria: VICTORIA Cancels Pre-Party Appearances.naf,407,187,77,0,77,0,0,0
http://www.wikidata.org/entity/Q30973589,Turkey: TRT Will Not Compete in Eurovision 2020.naf,407,160,85,0,85,0,0,0
http://www.wikidata.org/entity/Q65049028,Man charged with threatening to kill governor.naf,502,210,114,0,114,0,0,0
http://www.wikidata.org/entity/Q65049028,How Did the Dallas Courthouse Gunman Get Radicalized?.naf,1577,515,336,0,336,0,0,0
http://www.wikidata.org/entity/Q65049028,"Inspired by Dallas courthouse shooter, Air Force base circulates 'incel' warning signs.naf",182,108,34,0,34,0,0,0
http://www.wikidata.org/entity/Q56279377,United States presidential election of 1940.naf,510,265,107,0,107,0,0,0
http://www.wikidata.org/entity/Q64362231,"Alleged Darwin shooter Benjamin Hoffmann to argue defence of mental impairment, court hears.naf",401,156,98,0,98,0,0,0
http://www.wikidata.org/entity/Q64362231,Chilling CCTV captures Darwin rampage.naf,1139,385,258,0,258,0,0,0
http://www.wikidata.org/entity/Q64362231,Four people shot dead in Darwin as police reveal suspect was on parole.naf,1253,389,310,0,310,0,0,0
http://www.wikidata.org/entity/Q64362231,Alleged shooter Ben Hoffman’s downward spiral.naf,1722,443,421,0,421,0,0,0
http://www.wikidata.org/entity/Q30643836,United States presidential election of 1960.naf,1842,610,386,0,386,0,0,0
http://www.wikidata.org/entity/Q30643836,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q60519415,U.S. presidential election of 1936.naf,1161,454,239,0,239,0,0,0
http://www.wikidata.org/entity/Q4611820,Weather bureau rates storm worst since 2004.naf,463,248,75,0,75,0,0,0
http://www.wikidata.org/entity/Q4611820,Brisbane in chaos after wild storm.naf,184,117,49,0,49,0,0,0
http://www.wikidata.org/entity/Q4611820,Raging storms claim second victim.naf,429,225,136,0,136,0,0,0
http://www.wikidata.org/entity/Q30642708,United States presidential election of 1964.naf,1448,533,282,0,282,0,0,0
http://www.wikidata.org/entity/Q6155838,"January 25, 2000 Winter Storm.naf",534,238,111,0,111,0,0,0
http://www.wikidata.org/entity/Q48723698,Peru recovers mass grave bodies.naf,304,147,82,0,82,0,0,0
http://www.wikidata.org/entity/Q48723698,Peruvians seek relatives in mass grave.naf,1342,492,356,0,356,0,0,0
http://www.wikidata.org/entity/Q3591470,"May 31, 1985 Tornado Outbreak: 35th Anniversary.naf",1412,451,302,0,302,0,0,0
http://www.wikidata.org/entity/Q3591470,Northeastern Tornadoes.naf,282,142,55,0,55,0,0,0
http://www.wikidata.org/entity/Q3591470,"May 31, 1985 outbreak: How a 'lost' 14th tornado was found.naf",1340,439,286,0,286,0,0,0
http://www.wikidata.org/entity/Q3591470,The United States - Canadian Outbreak.naf,604,189,108,0,108,0,0,0
http://www.wikidata.org/entity/Q3591470,Deadly Skies: Canada's Most Destructive Tornadoes.naf,313,175,73,0,73,0,0,0
http://www.wikidata.org/entity/Q3591470,The 1985 Barrie Tornado Revisited.naf,571,261,165,0,165,0,0,0
http://www.wikidata.org/entity/Q3591470,30 years later: What we’ve learned since the Barrie tornado.naf,1104,393,248,0,248,0,0,0
http://www.wikidata.org/entity/Q3591470,'The sky was green': Barrie looks back on fatal tornado 30 years later.naf,569,248,141,0,141,0,0,0
http://www.wikidata.org/entity/Q3591470,It’s been 31 years since deadly tornadoes hit central Ontario.naf,136,80,36,0,36,0,0,0
http://www.wikidata.org/entity/Q3789908,Apple axes annual Apple Music Festival in London after 10 years.naf,388,194,64,0,64,0,0,0
http://www.wikidata.org/entity/Q3789908,iTunes Festival returns to Channel 4.naf,564,173,105,0,105,0,0,0
http://www.wikidata.org/entity/Q3789908,Apple Music on Twitter.naf,46,35,14,0,14,0,0,0
http://www.wikidata.org/entity/Q60519448,Presidential Ratings.naf,63,40,2,0,2,0,0,0
http://www.wikidata.org/entity/Q60519448,Polls 2020-11-02 (larger states).naf,337,173,62,0,62,0,0,0
http://www.wikidata.org/entity/Q60519448,Find Your Local League.naf,586,271,128,0,128,0,0,0
http://www.wikidata.org/entity/Q60519448,2020 President - Sabato's Crystal Ball.naf,28,23,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60519448,"Indiana: Election Tools, Deadlines, Dates, Rules, and Links.naf",72,41,14,0,14,0,0,0
http://www.wikidata.org/entity/Q60519448,Election Results.naf,23,21,4,0,4,0,0,0
http://www.wikidata.org/entity/Q60519448,Karen Tallian Attorney General Poll.naf,61,41,10,0,10,0,0,0
http://www.wikidata.org/entity/Q60519448,"Biden dominates the electoral map, but here's how the race could tighten.naf",1868,645,304,0,304,0,0,0
http://www.wikidata.org/entity/Q60519448,Indiana Election Results.naf,27,22,8,0,8,0,0,0
http://www.wikidata.org/entity/Q60519448,Voting & Elections Toolkits.naf,517,182,103,0,103,0,0,0
http://www.wikidata.org/entity/Q60519448,2020 Election Forecast.naf,61,43,16,0,16,0,0,0
http://www.wikidata.org/entity/Q60519448,"Tallian best positioned Democrat to win Indiana attorney general race, poll finds.naf",199,117,25,0,25,0,0,0
http://www.wikidata.org/entity/Q60519448,2020 Electoral Interactive Map.naf,52,36,12,0,12,0,0,0
http://www.wikidata.org/entity/Q5004337,Court Releases Recording Of Byron Smith Gunning Down Teens (EXPLICIT AUDIO).naf,960,329,224,0,224,0,0,0
http://www.wikidata.org/entity/Q5004337,Crime scene photos released from Byron Smith murder trial (PHOTOS).naf,98,65,25,0,25,0,0,0
http://www.wikidata.org/entity/Q5004337,Minnesota Supreme Court to hear Byron Smith's appeal.naf,401,192,103,0,103,0,0,0
http://www.wikidata.org/entity/Q5004337,Trial set to begin for Minn. man who shot teens in his home.naf,1177,381,298,0,298,0,0,0
http://www.wikidata.org/entity/Q20727461,"Lafayette Louisiana Theater Gunman Threatened His Family, Was Involuntarily Committed, Documents Say.naf",1075,385,260,0,260,0,0,0
http://www.wikidata.org/entity/Q20727461,Videos and 911 tapes offer chilling glimpse into Lafayette shooting.naf,1224,364,284,0,284,0,0,0
http://www.wikidata.org/entity/Q20727461,'That was a horrific scene'.naf,583,243,131,0,131,0,0,0
http://www.wikidata.org/entity/Q20727461,"Louisiana theater shooter John Russell Houser was reclusive, angry, bizarre, neighbors say.naf",732,278,162,0,162,0,0,0
http://www.wikidata.org/entity/Q20727461,"Autopsy results released for shooter, victims in Lafayette theater shooting.naf",55,33,14,0,14,0,0,0
http://www.wikidata.org/entity/Q20727461,Two dead in cinema shooting as Obama says he was stymied on gun control.naf,653,284,173,0,173,0,0,0
http://www.wikidata.org/entity/Q20727461,"Pray for Lafayette shooting victims and their families, say Louisiana congressional members.naf",788,298,193,0,193,0,0,0
http://www.wikidata.org/entity/Q20727461,Last Lafayette theater shooting victim released from hospital.naf,317,143,72,0,72,0,0,0
http://www.wikidata.org/entity/Q20727461,"Lafayette Theater Shooter Fan of David Duke, Neo-Nazis, and Antigovernment Conspiracies.naf",775,341,148,0,148,0,0,0
http://www.wikidata.org/entity/Q20727461,Judge who detained Lafayette movie theater shooter John Houser says she couldn’t force him into mental hospital: ‘I did my job’.naf,43,34,12,0,12,0,0,0
http://www.wikidata.org/entity/Q757986,"Giffords making 'lightning' fast progress, doctors say.naf",641,269,150,0,150,0,0,0
http://www.wikidata.org/entity/Q757986,In quotes: Reaction to Arizona shooting.naf,1074,343,208,0,208,0,0,0
http://www.wikidata.org/entity/Q757986,Giffords arrives in Houston.naf,1322,417,311,0,311,0,0,0
http://www.wikidata.org/entity/Q757986,Alleged Tucson gunman indicted on 49 charges in shooting.naf,547,218,122,0,122,0,0,0
http://www.wikidata.org/entity/Q7961083,Portrait Of A Killer.naf,1002,406,216,0,216,0,0,0
http://www.wikidata.org/entity/Q5567218,Glasto tix still left.naf,699,201,170,0,170,0,0,0
http://www.wikidata.org/entity/Q5567218,Jay-Z's Glastonbury Wonderwall dig at Noel Gallagher.naf,122,78,21,0,21,0,0,0
http://www.wikidata.org/entity/Q5567218,Jay-Z confirmed to headline Glastonbury 2008.naf,35,28,7,0,7,0,0,0
http://www.wikidata.org/entity/Q5567218,Glastonbury ends on-going ticketing saga.naf,615,244,144,0,144,0,0,0
http://www.wikidata.org/entity/Q5567218,UK Festival Awards 2020.naf,231,127,55,0,55,0,0,0
